feature_name,importance
CTDC_27,8
3_framed_CAC,8
DPC_FF,8
CTDD_29,8
2_framed_CTC,8
CTDD_97,8
CTDT_10,8
3_framed_TCC,8
3_framed_TDE.AGG,8
DPC_KI,8
DPC_LT,8
DPC_QK,8
DPC_RS,8
DPC_NN,8
CTDD_144,8
DPC_SC,8
DPC_KQ,8
DPC_TT,8
CTDT_31,8
CTDD_73,8
2_framed_TCG,8
AAC_L,8
CTDT_8,7
CTDT_25,7
CTDD_42,7
2_framed_TDE.CTG,7
DPC_RW,7
DPC_ES,7
DPC_KS,7
DPC_RH,7
CTDD_192,7
2_framed_TDE.GTT,7
DPC_PE,7
CTDD_65,7
3_framed_ATT,7
1_framed_TDE.CTC,7
1_framed_TDE.GCA,7
DPC_IN,7
CTDT_11,7
CTDD_24,7
DPC_WG,7
DPC_VR,7
DPC_HQ,7
DPC_IQ,7
DPC_LL,7
CTDT_28,7
DPC_MQ,7
DPC_SQ,7
2_framed_CGA,7
DPC_SL,7
DPC_GP,7
CTDC_3,7
CTDD_16,7
CTDD_17,7
CTDD_20,7
2_framed_CCA,7
CTDD_18,7
1_framed_TTA,7
3_framed_TDE.GTC,7
CTDD_114,7
3_framed_GAC,7
3_framed_TDE.CCA,7
2_framed_CG.gap1,7
3_framed_TDE.CCT,7
1_framed_CTT,7
3_framed_TCT,7
DPC_KY,6
DPC_CC,6
1_framed_TCT,6
1_framed_AG.gap1,6
2_framed_AAA,6
DPC_LE,6
DPC_FT,6
3_framed_AA.gap1,6
3_framed_GGG,6
2_framed_TGC,6
DPC_MC,6
DPC_FS,6
CTDD_151,6
CTDD_126,6
3_framed_AT.gap1,6
CTDD_102,6
CTDT_22,6
2_framed_GTT,6
CTDD_12,6
CTDC_6,6
2_framed_CGC,6
2_framed_CGG,6
1_framed_GGT,6
2_framed_TDE.CAT,6
CTDC_10,6
2_framed_TDE.AAC,6
2_framed_TDE.TCC,6
CTDT_27,6
DPC_VQ,6
DPC_EA,6
DPC_NE,6
1_framed_GCT,6
1_framed_CTC,6
3_framed_GC.gap1,6
CTDT_37,6
CTDD_83,6
CTDT_36,6
3_framed_GTT,6
3_framed_ACT,6
2_framed_TDE.GGG,6
CTDD_142,6
CTDD_88,6
3_framed_TDE.GAT,6
DPC_EK,6
DPC_SF,6
CTDC_28,6
DPC_SI,6
1_framed_TGC,6
2_framed_TDE.CTT,6
DPC_SN,6
CTDD_137,6
1_framed_TDE.TCT,5
DPC_ST,5
1_framed_AAA,5
CTDC_8,5
3_framed_AAC,5
DPC_PP,5
DPC_QA,5
CTDD_132,5
3_framed_AGG,5
DPC_PV,5
DPC_II,5
CTDT_15,5
2_framed_TDE.ATC,5
CTDC_24,5
2_framed_GAG,5
DPC_VH,5
DPC_AC,5
1_framed_TDE.CAA,5
1_framed_AT.gap1,5
CTDT_24,5
3_framed_TDE.CCC,5
3_framed_TDE.TCT,5
DPC_SM,5
DPC_WA,5
AAC_N,5
CTDD_133,5
CTDC_4,5
3_framed_TDE.TAA,5
DPC_YD,5
DPC_RQ,5
DPC_KL,5
1_framed_TDE.GAT,5
DPC_LY,5
1_framed_GGC,5
DPC_PW,5
DPC_AI,5
CTDD_45,5
2_framed_TDE.GCT,5
2_framed_TDE.GAT,5
2_framed_AGT,5
CTDD_13,5
CTDD_89,5
CTDD_19,5
3_framed_CCA,5
1_framed_CTG,5
CTDD_44,5
CTDD_5,5
CTDD_43,5
2_framed_ATC,5
DPC_FV,5
2_framed_TDE.CGA,5
CTDD_38,5
CTDD_35,5
CTDT_5,5
2_framed_TDE.CAA,5
CTDD_57,5
2_framed_AGC,5
CTDD_58,5
CTDC_36,5
CTDD_76,5
CTDD_70,5
2_framed_CAA,5
CTDD_139,4
3_framed_GTA,4
CTDD_130,4
DPC_FL,4
2_framed_TDE.GGC,4
3_framed_TDE.GGT,4
3_framed_TT.gap1,4
3_framed_AGT,4
1_framed_TDE.AAT,4
DPC_NK,4
DPC_PK,4
3_framed_AAT,4
CTDD_95,4
CTDD_64,4
DPC_TL,4
DPC_PF,4
DPC_FA,4
1_framed_CGG,4
DPC_EE,4
DPC_QY,4
DPC_RC,4
1_framed_AAC,4
DPC_ET,4
1_framed_ACT,4
3_framed_TDE.GCG,4
2_framed_TDE.GTG,4
3_framed_CGC,4
DPC_CS,4
3_framed_TDE.TCG,4
1_framed_TDE.GGA,4
CTDT_17,4
DPC_VT,4
CTDC_7,4
DPC_YK,4
CTDD_108,4
AAC_Q,4
CTDD_170,4
DPC_KF,4
CTDD_162,4
CTDD_9,4
CTDD_4,4
DPC_WV,4
1_framed_TCC,4
2_framed_TDE.CAG,4
2_framed_TDE.AAG,4
CTDC_13,4
3_framed_TDE.ACA,4
CTDT_16,4
CTDD_175,4
CTDD_100,4
CTDD_110,4
DPC_WS,4
DPC_GE,4
2_framed_TDE.CTA,4
DPC_LM,4
1_framed_TDE.TCA,4
DPC_WR,4
CTDD_27,4
DPC_WK,4
1_framed_CCG,3
DPC_TC,3
DPC_SY,3
2_framed_CTG,3
2_framed_GAC,3
CTDC_31,3
2_framed_AAT,3
2_framed_GCG,3
DPC_QR,3
DPC_QQ,3
2_framed_GCC,3
CTDC_21,3
2_framed_GCA,3
DPC_QE,3
CTDD_79,3
2_framed_GAT,3
CTDD_103,3
CTDC_14,3
1_framed_GGG,3
1_framed_GTT,3
CTDD_176,3
CTDD_109,3
DPC_TE,3
2_framed_CCG,3
1_framed_GCA,3
DPC_SD,3
CTDD_8,3
DPC_YV,3
DPC_RE,3
DPC_VC,3
DPC_RV,3
CTDT_9,3
CTDD_98,3
DPC_TA,3
CTDD_90,3
CTDD_34,3
1_framed_TDE.CGT,3
3_framed_CCC,3
3_framed_TDE.TGG,3
DPC_KE,3
AAC_G,3
AAC_A,3
1_framed_TDE.TCG,3
3_framed_TDE.AGT,3
DPC_NS,3
DPC_GN,3
1_framed_TDE.TTA,3
DPC_MK,3
2_framed_CC.gap1,3
1_framed_TDE.CGG,3
DPC_ML,3
DPC_HK,3
1_framed_TDE.ATA,3
1_framed_TDE.ACG,3
DPC_HY,3
DPC_IG,3
DPC_IH,3
DPC_IL,3
1_framed_CC.gap1,3
DPC_FW,3
DPC_GA,3
DPC_AK,3
DPC_EL,3
DPC_LR,3
DPC_DN,3
DPC_AV,3
3_framed_CGG,3
DPC_AQ,3
DPC_DL,3
DPC_CW,3
DPC_CQ,3
DPC_LV,3
2_framed_TDE.GCC,3
DPC_KK,2
CTDD_180,2
DPC_LS,2
CTDD_185,2
1_framed_CGT,2
DPC_LQ,2
DPC_LG,2
DPC_YF,2
DPC_WF,2
DPC_LN,2
DPC_YG,2
3_framed_TDE.AAC,2
CTDD_169,2
CTDD_172,2
3_framed_CG.gap1,2
CTDD_174,2
3_framed_TDE.AAT,2
DPC_LH,2
DPC_KG,2
3_framed_TDE.TGA,2
CTDD_157,2
3_framed_TTT,2
DPC_CL,2
3_framed_CTG,2
DPC_CD,2
DPC_CA,2
DPC_DC,2
DPC_DD,2
DPC_AW,2
DPC_DK,2
CTDD_104,2
DPC_EV,2
DPC_FD,2
DPC_FE,2
DPC_FI,2
2_framed_CAG,2
DPC_GC,2
CTDD_127,2
DPC_GL,2
DPC_GM,2
CTDD_14,2
3_framed_TDE.TTG,2
DPC_GS,2
CTDD_3,2
DPC_LW,2
3_framed_TDE.TCA,2
CTDD_143,2
3_framed_TAT,2
DPC_IS,2
DPC_VP,2
DPC_YQ,2
DPC_RT,2
DPC_MG,2
1_framed_TDE.CCG,2
2_framed_TDE.CCG,2
1_framed_TDE.GAC,2
2_framed_TDE.GAC,2
1_framed_TDE.GTA,2
1_framed_TDE.ATC,2
1_framed_ACA,2
1_framed_TDE.ACC,2
DPC_PN,2
1_framed_TDE.CGA,2
DPC_NH,2
DPC_RY,2
1_framed_TDE.GCG,2
DPC_MP,2
DPC_NM,2
1_framed_TDE.GGG,2
1_framed_ACC,2
DPC_PI,2
2_framed_TDE.ATA,2
DPC_RA,2
DPC_VA,2
DPC_RF,2
1_framed_TDE.CTT,2
CTDT_29,2
2_framed_TDE.AGA,2
DPC_SK,2
DPC_VG,2
DPC_TV,2
DPC_ME,2
DPC_HG,1
DPC_HC,1
DPC_HE,1
DPC_AP,1
DPC_ND,1
DPC_QV,1
CTDD_59,1
DPC_NG,1
DPC_PH,1
1_framed_GGA,1
DPC_AS,1
3_framed_TDE.GTA,1
DPC_HP,1
3_framed_TDE.TAT,1
CTDD_138,1
DPC_HA,1
CTDD_134,1
DPC_FG,1
CTDD_40,1
CTDD_39,1
DPC_AF,1
2_framed_ATT,1
DPC_EQ,1
DPC_FP,1
DPC_RG,1
DPC_EP,1
DPC_NV,1
1_framed_TDE.GTG,1
DPC_QC,1
2_framed_CCT,1
3_framed_GGT,1
1_framed_TDE.TCC,1
DPC_EN,1
2_framed_TTA,1
DPC_RR,1
3_framed_TDE.GGC,1
1_framed_TDE.GCT,1
DPC_AL,1
CTDD_10,1
DPC_GV,1
DPC_IA,1
DPC_PC,1
DPC_IE,1
DPC_DF,1
DPC_TG,1
DPC_YE,1
3_framed_CTC,1
2_framed_TDE.CGG,1
DPC_YA,1
DPC_QL,1
2_framed_TDE.CGT,1
DPC_PQ,1
DPC_WT,1
DPC_TM,1
DPC_LC,1
DPC_WL,1
1_framed_TDE.CGC,1
DPC_TS,1
DPC_CV,1
3_framed_ATA,1
CTDD_84,1
DPC_CE,1
CTDD_193,1
DPC_CP,1
DPC_PR,1
DPC_CM,1
1_framed_TDE.CTG,1
DPC_VM,1
DPC_MD,1
2_framed_TDE.CCT,1
DPC_YH,1
DPC_KN,1
DPC_MR,1
DPC_IF,1
2_framed_GCT,1
DPC_MY,1
DPC_IK,1
DPC_PL,1
3_framed_TDE.CTC,1
1_framed_TDE.ACT,1
2_framed_GTC,1
DPC_SS,1
CTDD_160,1
DPC_PM,1
DPC_SV,1
DPC_YL,1
DPC_YY,1
DPC_DI,1
DPC_YT,1
2_framed_TCC,1
2_framed_AAC,1
3_framed_TDE.CGC,1
DPC_YR,1
DPC_AT,0
DPC_AY,0
DPC_AN,0
1_framed_GTC,0
DPC_CF,0
DPC_AG,0
DPC_AR,0
CTDD_106,0
1_framed_TCG,0
CTDD_188,0
DPC_AD,0
2_framed_TDE.GAG,0
2_framed_TDE.ATT,0
DPC_CH,0
3_framed_TDE.ATG,0
3_framed_TDE.ATC,0
3_framed_TDE.ATA,0
2_framed_TDE.CGC,0
3_framed_TDE.ACT,0
3_framed_TDE.ACG,0
3_framed_TDE.ACC,0
2_framed_TDE.GCG,0
CTDD_122,0
2_framed_TDE.TCG,0
2_framed_TDE.GGT,0
2_framed_TDE.TAT,0
2_framed_TDE.TAA,0
2_framed_TDE.GTC,0
2_framed_TDE.GTA,0
