feature_name,importance
DPC_SF,4
DPC_PS,4
DPC_NR,4
CTDD_72,4
CTDD_162,4
DPC_NS,4
DPC_PC,4
DPC_YT,4
DPC_QT,4
DPC_QS,4
CTDD_161,4
CTDT_39,4
2_framed_TDE.TCT,4
DPC_LC,4
1_framed_TDE.TGC,4
DPC_DP,4
1_framed_TDE.TCG,4
2_framed_TTT,4
DPC_IP,4
1_framed_TDE.GTA,4
1_framed_TDE.GAA,4
3_framed_ACT,4
DPC_GT,4
DPC_AR,4
2_framed_CTA,4
DPC_AF,4
DPC_AA,4
1_framed_TDE.CAC,4
DPC_KH,4
3_framed_TDE.TGT,4
3_framed_TDE.TAG,4
DPC_KQ,4
3_framed_TCG,4
3_framed_TCT,4
DPC_MD,4
DPC_HH,4
3_framed_TDE.GTT,4
2_framed_ACC,4
DPC_MH,4
3_framed_TDE.ACT,4
2_framed_TDE.CCC,4
DPC_EP,4
2_framed_TDE.TTC,4
1_framed_CCG,4
2_framed_TDE.GAG,4
DPC_MS,4
DPC_EQ,4
DPC_DY,4
2_framed_TDE.AGG,4
2_framed_ACT,4
1_framed_TDE.AAT,3
CTDD_96,3
DPC_HT,3
2_framed_TDE.GTA,3
CTDD_105,3
3_framed_TDE.GCT,3
2_framed_TDE.TAC,3
1_framed_TDE.CTC,3
3_framed_TDE.GGC,3
DPC_SV,3
2_framed_TDE.CCT,3
DPC_HC,3
DPC_VS,3
1_framed_TDE.GTT,3
DPC_VA,3
3_framed_TDE.ATC,3
2_framed_TDE.CAC,3
DPC_SK,3
DPC_SL,3
DPC_IL,3
DPC_II,3
3_framed_TGT,3
DPC_IE,3
1_framed_TDE.TTT,3
DPC_TH,3
DPC_EA,3
3_framed_TDE.TCA,3
3_framed_ACG,3
2_framed_CTC,3
DPC_DR,3
DPC_YV,3
CTDD_14,3
DPC_LQ,3
3_framed_AAG,3
2_framed_AAT,3
DPC_EF,3
1_framed_TTT,3
DPC_QC,3
DPC_LL,3
CTDC_10,3
2_framed_CCC,3
3_framed_GAC,3
2_framed_TDE.TGC,3
DPC_QH,3
DPC_FI,3
1_framed_GAC,3
3_framed_CCT,3
CTDC_27,3
CTDD_176,3
1_framed_GGA,3
1_framed_ATC,3
1_framed_AAC,3
DPC_GI,2
DPC_EI,2
3_framed_TDE.ACG,2
CTDD_7,2
CTDD_1,2
3_framed_TDE.AGA,2
3_framed_TDE.AAG,2
3_framed_TDE.GTC,2
DPC_DN,2
DPC_VV,2
3_framed_TDE.GGA,2
CTDD_74,2
AAC_D,2
3_framed_TDE.GCA,2
DPC_AQ,2
DPC_AT,2
3_framed_TDE.CTA,2
DPC_YS,2
3_framed_TDE.CGC,2
DPC_CN,2
DPC_VL,2
DPC_CR,2
DPC_YR,2
3_framed_TDE.GTA,2
3_framed_TDE.AGT,2
DPC_ES,2
3_framed_CCC,2
DPC_NY,2
1_framed_TDE.CTG,2
2_framed_ACG,2
3_framed_AGT,2
CTDD_160,2
DPC_KN,2
2_framed_CTG,2
DPC_RG,2
2_framed_GTA,2
DPC_LW,2
DPC_KS,2
2_framed_GTT,2
2_framed_TAG,2
2_framed_TGA,2
CTDD_180,2
2_framed_TGT,2
DPC_MG,2
1_framed_TDE.CGC,2
DPC_FE,2
1_framed_GCG,2
1_framed_ACT,2
1_framed_GCC,2
2_framed_TDE.ATC,2
DPC_TA,2
DPC_SC,2
2_framed_TDE.ACC,2
DPC_SQ,2
DPC_LI,2
