feature_name,importance
3_framed_TDE.AGG,4
DPC_HA,4
2_framed_TC.gap1,4
CTDD_81,4
DPC_GW,4
2_framed_AAG,4
DPC_DC,4
DPC_GS,4
DPC_QK,3
DPC_TN,3
DPC_ST,3
DPC_TW,3
1_framed_TDE.GGC,3
CTDD_13,3
2_framed_TDE.GTG,3
DPC_LV,3
DPC_QP,3
DPC_LS,3
3_framed_TTC,3
3_framed_TDE.TTC,3
1_framed_TDE.GCC,3
CTDD_22,3
DPC_MP,3
3_framed_TDE.CTC,3
CTDT_31,3
1_framed_TDE.TCG,3
DPC_RR,3
2_framed_TDE.TTT,3
DPC_RT,3
CTDC_21,3
DPC_RW,3
2_framed_TDE.TTA,3
3_framed_GGG,3
3_framed_TTA,3
DPC_SD,3
DPC_SG,3
2_framed_TDE.AAA,3
3_framed_GCA,3
CTDD_1,3
1_framed_GT.gap1,3
DPC_PH,3
3_framed_TDE.TCT,3
CTDD_16,3
1_framed_TDE.CTT,3
CTDD_47,3
CTDD_142,3
CTDD_99,3
DPC_KP,3
CTDD_143,3
1_framed_GTT,3
2_framed_GAA,3
2_framed_TAG,3
DPC_KT,3
DPC_IL,3
DPC_CS,3
CTDD_169,3
CTDD_195,3
1_framed_TCT,3
2_framed_GAT,3
2_framed_TTA,3
CTDD_45,3
DPC_CG,3
1_framed_TDE.CAT,3
2_framed_ATT,3
1_framed_TDE.CTC,3
DPC_LE,3
AAC_V,3
CTDD_114,2
CTDD_165,2
DPC_WV,2
3_framed_TDE.ATG,2
DPC_YA,2
CTDD_84,2
DPC_YL,2
3_framed_TDE.CCA,2
CTDD_78,2
DPC_HS,2
2_framed_AAA,2
CTDC_4,2
2_framed_CGG,2
DPC_TP,2
3_framed_TCT,2
DPC_TG,2
3_framed_TDE.ACC,2
DPC_SL,2
2_framed_TDE.CTT,2
DPC_RN,2
2_framed_TDE.TCC,2
DPC_SI,2
DPC_SN,2
DPC_SF,2
2_framed_TDE.GAA,2
CTDD_127,2
DPC_SA,2
DPC_DP,2
CTDD_152,2
DPC_FK,2
DPC_DK,2
DPC_GK,2
2_framed_TDE.GAC,2
DPC_FI,2
CTDD_154,2
DPC_DH,2
DPC_GV,2
1_framed_ACT,2
CTDC_8,2
3_framed_TDE.GCG,2
DPC_PP,2
2_framed_TDE.ACA,2
AAC_G,2
CTDD_193,2
1_framed_TDE.GGT,2
DPC_MQ,2
CTDD_53,2
DPC_AK,2
2_framed_TGG,2
2_framed_TAC,2
CTDD_194,2
1_framed_GCG,2
CTDC_29,2
CTDD_46,2
3_framed_CGT,2
CTDT_7,2
3_framed_ATT,2
2_framed_TGA,2
DPC_MT,2
DPC_AS,2
DPC_AE,2
DPC_IP,2
3_framed_TDE.GAT,2
CTDC_13,2
CTDC_14,2
2_framed_TDE.AGA,2
DPC_II,2
CTDD_20,2
2_framed_GTA,2
3_framed_AGG,2
CTDT_12,2
DPC_PE,2
DPC_AA,2
DPC_FD,2
CTDD_15,2
3_framed_ATA,2
DPC_VI,1
DPC_TR,1
3_framed_AAA,1
2_framed_CCG,1
CTDD_29,1
CTDD_139,1
DPC_VA,1
3_framed_ACT,1
CTDD_131,1
1_framed_GAC,1
3_framed_GGC,1
CTDD_192,1
CTDD_163,1
CTDD_72,1
CTDD_168,1
CTDD_179,1
1_framed_CTA,1
CTDD_180,1
DPC_YR,1
CTDD_82,1
DPC_YQ,1
DPC_YP,1
CTDT_18,1
2_framed_TCG,1
2_framed_GTT,1
1_framed_CGT,1
DPC_WT,1
2_framed_CGT,1
DPC_WE,1
1_framed_CCG,1
1_framed_CCC,1
CTDC_24,1
DPC_VP,1
DPC_TM,1
2_framed_TDE.GAT,1
DPC_TI,1
DPC_QQ,1
DPC_LK,1
DPC_CE,1
DPC_CD,1
1_framed_TDE.CAC,1
DPC_CA,1
DPC_LD,1
1_framed_TDE.ACC,1
DPC_FP,1
DPC_FT,1
DPC_FV,1
DPC_GF,1
1_framed_TDE.CTG,1
DPC_KH,1
1_framed_TDE.GCT,1
DPC_KG,1
DPC_LL,1
1_framed_TDE.ACA,1
DPC_GG,1
DPC_MD,1
DPC_ED,1
DPC_NF,1
DPC_NE,1
DPC_NN,1
1_framed_TDE.CCC,1
DPC_DR,1
DPC_MY,1
DPC_PD,1
DPC_PK,1
DPC_MR,1
DPC_PV,1
DPC_MK,1
DPC_QA,1
DPC_QC,1
DPC_MH,1
1_framed_TDE.TCC,1
DPC_EE,1
1_framed_TDE.TTA,1
DPC_KE,1
2_framed_TDE.GTT,1
1_framed_TDE.AGT,1
3_framed_TDE.CGC,1
2_framed_TA.gap1,1
2_framed_TDE.GGC,1
3_framed_TDE.CGG,1
3_framed_TDE.AGC,1
DPC_IH,1
2_framed_TDE.GAG,1
2_framed_TDE.GCT,1
DPC_SM,1
DPC_HR,1
DPC_IY,1
2_framed_TDE.GCC,1
DPC_KD,1
3_framed_TDE.TAC,1
DPC_HG,0
CTDD_123,0
CTDD_124,0
CTDD_125,0
DPC_HI,0
2_framed_CTA,0
DPC_HH,0
DPC_EI,0
DPC_EM,0
DPC_EL,0
DPC_HK,0
CTDD_128,0
CTDD_130,0
DPC_HM,0
DPC_EH,0
2_framed_AGC,0
DPC_EG,0
CTDD_134,0
CTDD_122,0
DPC_ET,0
DPC_EN,0
DPC_FH,0
2_framed_CGC,0
DPC_GE,0
DPC_GD,0
DPC_GA,0
DPC_FY,0
DPC_FW,0
DPC_GI,0
DPC_GL,0
DPC_EF,0
DPC_FM,0
CTDD_108,0
DPC_GM,0
DPC_GN,0
DPC_EQ,0
DPC_GR,0
DPC_FE,0
DPC_GT,0
DPC_HC,0
DPC_HD,0
DPC_FC,0
DPC_EY,0
DPC_EW,0
DPC_EV,0
DPC_HE,0
DPC_HF,0
DPC_ES,0
DPC_FN,0
CTDD_150,0
DPC_EC,0
3_framed_TDE.CGT,0
3_framed_TDE.GTA,0
2_framed_TDE.AAC,0
1_framed_GCT,0
3_framed_TDE.TAG,0
3_framed_TDE.TTA,0
1_framed_TDE.GGG,0
1_framed_TDE.GCG,0
DPC_AC,0
DPC_AD,0
DPC_AF,0
CTDD_190,0
CTDD_189,0
CTDD_188,0
CTDD_187,0
CTDD_186,0
2_framed_TDE.ACG,0
1_framed_CTC,0
DPC_AL,0
3_framed_TDE.CCC,0
2_framed_TDE.GCG,0
2_framed_TDE.GGT,0
2_framed_TDE.TAC,0
2_framed_TDE.TAG,0
2_framed_TDE.CGT,0
2_framed_TDE.CGG,0
2_framed_TDE.CGA,0
2_framed_TDE.CCG,0
1_framed_AGC,0
3_framed_TDE.ACG,0
3_framed_TDE.ACT,0
2_framed_TDE.CAT,0
3_framed_TDE.ATA,0
3_framed_TDE.ATC,0
2_framed_TDE.ATC,0
1_framed_TDE.CGT,0
DPC_AM,0
DPC_EA,0
DPC_DD,0
DPC_DG,0
2_framed_ACC,0
2_framed_ACG,0
DPC_DI,0
DPC_DM,0
DPC_DN,0
DPC_DQ,0
DPC_HP,0
CTDD_149,0
CTDD_148,0
CTDD_147,0
DPC_DT,0
DPC_DW,0
DPC_DY,0
CTDD_140,0
1_framed_TDE.CCG,0
DPC_DA,0
DPC_AN,0
DPC_CY,0
DPC_AQ,0
DPC_AW,0
DPC_AY,0
DPC_CC,0
CTDD_176,0
DPC_CI,0
DPC_CK,0
DPC_CM,0
DPC_CN,0
DPC_CQ,0
DPC_CR,0
DPC_CT,0
DPC_CV,0
2_framed_AAC,0
DPC_CW,0
DPC_HN,0
DPC_IK,0
DPC_HQ,0
DPC_YH,0
DPC_YF,0
DPC_YE,0
DPC_YD,0
DPC_YC,0
DPC_QY,0
DPC_WY,0
DPC_RA,0
DPC_RD,0
DPC_RE,0
DPC_WS,0
DPC_WR,0
DPC_WQ,0
DPC_RF,0
DPC_WN,0
DPC_WM,0
DPC_QW,0
DPC_YI,0
DPC_WK,0
DPC_YK,0
DPC_QF,0
DPC_QG,0
DPC_QH,0
DPC_QI,0
DPC_QL,0
DPC_YY,0
DPC_YW,0
DPC_QM,0
DPC_YT,0
DPC_YS,0
DPC_QN,0
2_framed_TDE.GCA,0
DPC_YN,0
DPC_YM,0
DPC_QT,0
DPC_WL,0
DPC_WI,0
DPC_PY,0
DPC_VK,0
DPC_VH,0
DPC_SK,0
DPC_VF,0
DPC_VD,0
DPC_SP,0
DPC_TY,0
DPC_SW,0
DPC_TV,0
DPC_TT,0
DPC_SY,0
DPC_TC,0
DPC_TD,0
DPC_TE,0
DPC_TF,0
DPC_TH,0
DPC_SE,0
DPC_RY,0
DPC_WH,0
DPC_VM,0
DPC_WG,0
DPC_WF,0
DPC_RG,0
DPC_WD,0
DPC_WC,0
DPC_WA,0
DPC_VY,0
DPC_VW,0
DPC_VV,0
DPC_VT,0
DPC_RL,0
DPC_RM,0
DPC_VQ,0
DPC_RQ,0
DPC_VN,0
DPC_QE,0
DPC_PT,0
DPC_HT,0
DPC_KI,0
DPC_KK,0
DPC_KM,0
DPC_KN,0
DPC_KQ,0
DPC_KR,0
DPC_KS,0
DPC_KW,0
DPC_KY,0
DPC_LA,0
3_framed_AAC,0
DPC_LF,0
DPC_LH,0
3_framed_ACG,0
DPC_LM,0
DPC_LN,0
2_framed_TCC,0
DPC_KF,0
DPC_LW,0
DPC_KA,0
DPC_HV,0
DPC_HW,0
DPC_HY,0
DPC_IA,0
DPC_IC,0
DPC_IE,0
2_framed_GCG,0
DPC_IF,0
DPC_IG,0
DPC_TL,0
DPC_IM,0
DPC_IN,0
1_framed_TDE.ACT,0
DPC_IV,0
DPC_IW,0
DPC_LQ,0
DPC_MC,0
DPC_PQ,0
DPC_NH,0
DPC_NK,0
DPC_NL,0
3_framed_GCT,0
DPC_NP,0
CTDC_25,0
DPC_NQ,0
DPC_NR,0
DPC_NS,0
DPC_NV,0
DPC_NW,0
DPC_NY,0
DPC_PF,0
DPC_PG,0
DPC_PM,0
DPC_PN,0
DPC_NI,0
3_framed_GAT,0
DPC_ME,0
DPC_NG,0
DPC_MF,0
DPC_MG,0
DPC_MI,0
DPC_MM,0
CTDD_10,0
DPC_MN,0
DPC_MS,0
DPC_MV,0
DPC_MW,0
DPC_NA,0
DPC_NC,0
DPC_ND,0
3_framed_CCC,0
CTDC_38,0
3_framed_CGA,0
DPC_QR,0
